params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split0_f1_score,split1_f1_score,split2_f1_score,split3_f1_score,split4_f1_score,mean_test_score,std_test_score,mean_f1_score,std_f1_score,rank_test_score
"N=6, G=50, K=3",0.9099999666213989,0.9449999928474426,0.9799999594688416,0.9699999690055847,0.9300000071525574,0.9121875,0.944378503712835,0.9799142625419998,0.9697335203366059,0.9286666666666666,0.946999979019165,0.025612489744817144,0.9469760906516216,0.025119921486495892,50.0
"N=3, G=5, K=3",0.9449999928474426,0.9199999570846558,0.9599999785423279,0.9599999785423279,0.949999988079071,0.9448841971676617,0.919657050167999,0.96,0.9598285250839996,0.9497856563549993,0.946999979019165,0.014696946340754254,0.9468310857549319,0.014787168790466097,50.0
"N=9, G=3, K=5",0.9399999976158142,0.9350000023841858,0.9599999785423279,0.9350000023841858,0.9599999785423279,0.9404613297150611,0.9342655043878958,0.9601595441595441,0.9345745454545454,0.9598285250839996,0.9459999918937683,0.01157582586321188,0.9458578897602091,0.011751902718875993,52.0
"N=4, G=20, K=5",0.9399999976158142,0.9350000023841858,0.9699999690055847,0.9449999928474426,0.9399999976158142,0.9410288748755394,0.9335829420736266,0.9698713938129996,0.94464,0.9394670406732117,0.9459999918937683,0.012409661811203825,0.9457180502870755,0.012592621128960002,52.0
"N=8, G=10, K=3",0.9249999523162842,0.9350000023841858,0.9599999785423279,0.9549999833106995,0.9549999833106995,0.9261802336876578,0.9342655043878958,0.96,0.9547054545454546,0.9550913927743929,0.9459999799728394,0.013564665485264499,0.9460485170790802,0.01330374470465211,54.0
"N=7, G=10, K=3",0.949999988079071,0.9199999570846558,0.949999988079071,0.9399999976158142,0.9699999690055847,0.9507130124777183,0.919657050167999,0.9501994301994301,0.9397427876259994,0.97,0.9459999799728394,0.016248080389648617,0.9460624560942295,0.016425175246195377,54.0
"N=8, G=20, K=3",0.9300000071525574,0.9399999976158142,0.9599999785423279,0.949999988079071,0.9449999928474426,0.9309982174688056,0.9394670406732117,0.96,0.9497856563549993,0.9448841971676617,0.9449999928474426,0.009999990463256836,0.9450270223329357,0.009742441367280473,56.0
"N=4, G=10, K=3",0.9449999928474426,0.9249999523162842,0.9449999928474426,0.9549999833106995,0.9549999833106995,0.9458655047042823,0.924509090909091,0.9453230795425523,0.9547054545454546,0.9549052522280869,0.9449999809265137,0.010954462467667918,0.9450616763858933,0.011072684262714903,57.0
"N=5, G=50, K=5",0.9099999666213989,0.949999988079071,0.9699999690055847,0.9449999928474426,0.949999988079071,0.911543312313309,0.9495558672276765,0.9698713938129996,0.944099055066797,0.9495558672276765,0.9449999809265137,0.01949359150266222,0.9449250991296918,0.018869190150238718,57.0
"N=6, G=10, K=5",0.9300000071525574,0.9399999976158142,0.9449999928474426,0.949999988079071,0.9549999833106995,0.9305382180009046,0.9394670406732117,0.9451117022798133,0.9497856563549993,0.9549052522280869,0.943999993801117,0.008602317063225957,0.943961573907403,0.008430826052075837,59.0
"N=9, G=20, K=5",0.9300000071525574,0.9399999976158142,0.949999988079071,0.9399999976158142,0.9599999785423279,0.9312003540214626,0.9394670406732117,0.9501994301994301,0.94,0.96,0.943999993801117,0.010198029301577672,0.9441733649788209,0.009946469877825019,59.0
"N=2, G=10, K=5",0.9399999976158142,0.9149999618530273,0.9699999690055847,0.9449999928474426,0.949999988079071,0.9406665918527662,0.9144436363636363,0.9698713938129996,0.94464,0.9497856563549993,0.943999981880188,0.017720047756893977,0.9438814556768802,0.017820395140308993,61.0
"N=3, G=3, K=3",0.9549999833106995,0.9249999523162842,0.949999988079071,0.9399999976158142,0.949999988079071,0.9554245163470475,0.9248420870468115,0.9501994301994301,0.9404613297150611,0.95,0.943999981880188,0.010677089283030104,0.9441854726616701,0.010810442397310889,61.0
"N=7, G=10, K=5",0.9249999523162842,0.9350000023841858,0.9599999785423279,0.9449999928474426,0.9549999833106995,0.9261802336876578,0.9345745454545454,0.96,0.944378503712835,0.9552643378075427,0.943999981880188,0.01280625394838046,0.9440795241325162,0.012564873383203824,61.0
"N=9, G=10, K=3",0.9350000023841858,0.9300000071525574,0.949999988079071,0.9399999976158142,0.9599999785423279,0.9358266946191475,0.9293782141187471,0.95,0.94,0.9598285250839996,0.9429999947547912,0.010770319342882277,0.9430066867643788,0.01075368210075399,64.0
"N=7, G=50, K=5",0.9099999666213989,0.9449999928474426,0.949999988079071,0.9549999833106995,0.9549999833106995,0.9119947592531935,0.94464,0.9501994301994301,0.9549052522280869,0.954491503037774,0.9429999828338623,0.01691154165886955,0.9432461889436968,0.01605822516136474,65.0
"N=3, G=3, K=5",0.949999988079071,0.9449999928474426,0.9799999594688416,0.9549999833106995,0.8849999904632568,0.9505554932106385,0.9448841971676617,0.980079772079772,0.9550913927743929,0.8818289994261725,0.9429999828338623,0.03140062900933918,0.9424879709317275,0.032626147169730384,65.0
"N=3, G=10, K=5",0.9249999523162842,0.9350000023841858,0.9549999833106995,0.949999988079071,0.949999988079071,0.9259538784067085,0.9342655043878958,0.9552643378075427,0.9497856563549993,0.95,0.9429999828338623,0.01122498057137688,0.9430538753914293,0.011066221362396489,65.0
"N=3, G=50, K=3",0.9399999976158142,0.9350000023841858,0.9549999833106995,0.9449999928474426,0.9350000023841858,0.9406665918527662,0.9335829420736266,0.9542628632364704,0.9434834345081694,0.9342655043878958,0.9419999957084656,0.007483307636902781,0.9412522672117856,0.007513057099213935,68.0
"N=1, G=5, K=5",0.9149999618530273,0.9300000071525574,0.9699999690055847,0.9449999928474426,0.949999988079071,0.9163375981793456,0.9293782141187471,0.97,0.9453230795425523,0.9493100601486024,0.9419999837875366,0.01860107480195179,0.9420697903978494,0.018255540690766056,69.0
"N=6, G=20, K=5",0.9199999570846558,0.9300000071525574,0.9649999737739563,0.9599999785423279,0.9300000071525574,0.9213718331673859,0.93,0.9650710832689723,0.9596446937821412,0.9302792022792024,0.9409999847412109,0.01799999674162317,0.9412733624995404,0.01759470634975207,70.0
"N=1, G=5, K=3",0.9449999928474426,0.9249999523162842,0.9699999690055847,0.9300000071525574,0.9350000023841858,0.9453230795425523,0.9251523212906548,0.9698713938129996,0.9305382180009046,0.9351320117852342,0.9409999847412109,0.015937374219224743,0.9412034048864693,0.015792850397931373,70.0
"N=3, G=20, K=3",0.9249999523162842,0.9399999976158142,0.9549999833106995,0.9399999976158142,0.9399999976158142,0.9263871661291657,0.9397427876259994,0.9550913927743929,0.9394670406732117,0.9391720721783229,0.9399999856948853,0.009486842781811076,0.9399720918762184,0.009100452251139212,72.0
"N=3, G=20, K=5",0.9149999618530273,0.9350000023841858,0.949999988079071,0.949999988079071,0.9449999928474426,0.9158018642110894,0.9345745454545454,0.95,0.95,0.9448841971676617,0.9389999866485595,0.013190915067807417,0.9390521213666594,0.012917804342365781,73.0
"N=2, G=20, K=3",0.9199999570846558,0.9350000023841858,0.949999988079071,0.9399999976158142,0.949999988079071,0.9213718331673859,0.9348631421072366,0.9501994301994301,0.9397427876259994,0.9497856563549993,0.9389999866485595,0.011135538446088675,0.9391925698910104,0.01067698268750266,73.0
"N=4, G=5, K=5",0.9649999737739563,0.9300000071525574,0.9599999785423279,0.8700000047683716,0.9699999690055847,0.9652055960725332,0.9296999188969991,0.9601595441595441,0.8667964899627358,0.9698713938129996,0.9389999866485595,0.03720213710686452,0.9383465885809624,0.03843229415042727,73.0
"N=3, G=50, K=5",0.8949999809265137,0.9300000071525574,0.9549999833106995,0.9599999785423279,0.9549999833106995,0.8963354297693921,0.9296999188969991,0.954491503037774,0.9596446937821412,0.9542628632364704,0.9389999866485595,0.02437211349220187,0.9388868817445554,0.023688976865577107,73.0
"N=7, G=50, K=3",0.8899999856948853,0.9300000071525574,0.9749999642372131,0.9549999833106995,0.9350000023841858,0.8924380390872366,0.9296999188969991,0.9749473623489371,0.954491503037774,0.9345745454545454,0.9369999885559082,0.028390131793363634,0.9372302737650984,0.027534096070075117,77.0
"N=2, G=5, K=3",0.949999988079071,0.8949999809265137,0.9399999976158142,0.9399999976158142,0.9599999785423279,0.9503844414292176,0.8938135070881396,0.9406665918527662,0.9391720721783229,0.9596446937821412,0.9369999885559082,0.022271058693137488,0.9367362612661175,0.022692785644998024,77.0
"N=2, G=20, K=5",0.9249999523162842,0.9249999523162842,0.9649999737739563,0.9199999570846558,0.949999988079071,0.9259538784067085,0.924509090909091,0.9650710832689723,0.9206151062867481,0.9495558672276765,0.9369999647140503,0.01749286694249091,0.9371410052198392,0.01727449252243435,79.0
"N=1, G=20, K=3",0.9099999666213989,0.9350000023841858,0.9549999833106995,0.9449999928474426,0.9350000023841858,0.9109998877791493,0.9339352468971238,0.9549052522280869,0.9438009509853764,0.9339352468971238,0.9359999895095825,0.014966635982825029,0.9355153169573722,0.014495660258377849,80.0
"N=2, G=50, K=3",0.9249999523162842,0.9049999713897705,0.949999988079071,0.9599999785423279,0.9399999976158142,0.9263871661291657,0.9047999769259613,0.9501994301994301,0.9598285250839996,0.9397427876259994,0.9359999775886536,0.019339087052130496,0.9361915771929112,0.019230680646431686,81.0
"N=3, G=10, K=3",0.9449999928474426,0.9199999570846558,0.9449999928474426,0.9350000023841858,0.9300000071525574,0.9453230795425523,0.9192893875642824,0.9456995108315863,0.9348631421072366,0.93,0.9349999904632569,0.009486842781811076,0.9350350240091314,0.009928559241492742,82.0
"N=1, G=50, K=5",0.9249999523162842,0.9350000023841858,0.9399999976158142,0.9449999928474426,0.9300000071525574,0.925707527245079,0.9335829420736266,0.9391720721783229,0.944378503712835,0.9286666666666666,0.9349999904632569,0.007071077927129214,0.934301542375306,0.0068028305441792305,82.0
"N=5, G=50, K=3",0.9199999570846558,0.9249999523162842,0.9449999928474426,0.9449999928474426,0.9399999976158142,0.9211408199643495,0.924509090909091,0.9451117022798133,0.94464,0.9394670406732117,0.9349999785423279,0.010488106894882528,0.9349737307652932,0.010171166794645956,84.0
"N=3, G=5, K=5",0.9149999618530273,0.9249999523162842,0.9599999785423279,0.949999988079071,0.9249999523162842,0.9160810621942698,0.9241525050629568,0.9601595441595441,0.9501994301994301,0.9237714387274505,0.934999966621399,0.017029398126282087,0.9348727960687302,0.017120860836187003,85.0
"N=1, G=20, K=5",0.9399999976158142,0.949999988079071,0.9249999523162842,0.9300000071525574,0.9249999523162842,0.9402393162393161,0.949047619047619,0.9251523212906548,0.9293782141187471,0.9251523212906548,0.9339999794960022,0.00969537260053474,0.9337939583973984,0.009413515626440482,86.0
"N=1, G=3, K=5",0.9049999713897705,0.9099999666213989,0.9599999785423279,0.9399999976158142,0.9350000023841858,0.9069952627399437,0.9087581082674844,0.9598285250839996,0.9394670406732117,0.9345745454545454,0.9299999833106994,0.02024846391385946,0.9299246964438369,0.019903264966145768,87.0
"N=1, G=50, K=3",0.8999999761581421,0.9049999713897705,0.9549999833106995,0.949999988079071,0.9300000071525574,0.900768882858435,0.9029289153383773,0.9542628632364704,0.9497856563549993,0.9290340842080433,0.927999985218048,0.02249444933347999,0.9273560803992652,0.022509740127206395,88.0
"N=1, G=10, K=3",0.8999999761581421,0.9300000071525574,0.9249999523162842,0.9199999570846558,0.9399999976158142,0.899111734455353,0.9290340842080433,0.9237714387274505,0.9180286092078375,0.9388571428571428,0.9229999780654907,0.013266508075288595,0.9217606018911655,0.013237353876895938,89.0
"N=1, G=10, K=5",0.875,0.9099999666213989,0.9300000071525574,0.949999988079071,0.9099999666213989,0.8761792120751316,0.9092005610098177,0.9302792022792024,0.9495558672276765,0.9082857142857143,0.9149999856948853,0.024899799387485492,0.9147001113755084,0.024547427631308363,90.0
